ข้อคำถาม,5,5(%),4,4(%),3,3(%),2,2(%),1,1(%),0,0(%),x_bar,SD,topic,degree,semester,subject,section,นักศึกษาที่จดทะเบียน,นักศึกษาที่ประเมิน,url,year,sem,n,class,situation
ผู้สอนมีการประเมินผล ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,35,66.04,12,22.64,5,9.43,1,1.89,0,0,0,0,4.53,0.75,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,DRI970,231863,127,53 (41.73%),https://sgulyano.github.io/eval/45435188.html,2564,1,53,1/2564|DRI970|231863,covid
ผู้สอนสร้างช่องทางการติดต่อกับผู้เรียน ในการปรึกษาข้อสงสัยในหัวข้อที่เรียน ทำให้การเรียนเป็นไปตามวัตถุประสงค์,26,49.06,16,30.19,8,15.09,1,1.89,2,3.77,0,0,4.19,1.02,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,DRI970,231863,127,53 (41.73%),https://sgulyano.github.io/eval/45435188.html,2564,1,53,1/2564|DRI970|231863,covid
ผู้สอนมีการเตรียมการสอนมาอย่างดี สอนอย่างมีขั้นตอนและต่อเนื่อง ตามเค้าโครงการสอนหรือเนื้อหาวิชาที่รับผิดชอบภายใต้ข้อจำกัดในการเรียนการสอนออนไลน์,35,66.04,11,20.75,6,11.32,1,1.89,0,0,0,0,4.51,0.78,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,DRI970,231863,127,53 (41.73%),https://sgulyano.github.io/eval/45435188.html,2564,1,53,1/2564|DRI970|231863,covid
ผู้สอนอธิบายชัดเจน ตรงประเด็น มีการยกตัวอย่างประกอบให้เข้าใจง่าย และมีการใช้สื่อการสอนที่สามารถเชื่อมโยงกับเนื้อหาที่สอนให้ผู้เรียนเกิดการเรียนรู้ได้ดีขึ้น,27,50.94,13,24.53,9,16.98,2,3.77,2,3.77,0,0,4.15,1.08,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,DRI970,231863,127,53 (41.73%),https://sgulyano.github.io/eval/45435188.html,2564,1,53,1/2564|DRI970|231863,covid
ผู้สอนกระตุ้นและส่งเสริมให้นักศึกษาซักถาม คิด วิเคราะห์ วิจารณ์ แสดงความคิดเห็น และส่งเสริมการค้นคว้าด้วยตนเอง พร้อมแนะนำแหล่งความรู้เพิ่มเติม,27,50.94,14,26.42,10,18.87,2,3.77,0,0,0,0,4.25,0.90,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,DRI970,231863,127,53 (41.73%),https://sgulyano.github.io/eval/45435188.html,2564,1,53,1/2564|DRI970|231863,covid
ผู้สอนส่งเสริมให้นักศึกษามีคุณธรรม จริยธรรม และปลูกฝังจิตสํานึกให้นักศึกษานําไปประพฤติและปฏิบัติได้อย่างเหมาะสม,36,67.92,9,16.98,7,13.21,1,1.89,0,0,0,0,4.51,0.80,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,DRI970,231863,127,53 (41.73%),https://sgulyano.github.io/eval/45435188.html,2564,1,53,1/2564|DRI970|231863,covid
สอนอย่างเป็นระบบ,6,50,6,50,0,0,0,0,0,0,0,0,4.5,0.52,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
สอนให้คิด วิเคราะห์ วิจารณ์,6,50,6,50,0,0,0,0,0,0,0,0,4.5,0.52,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
กระตุ้นบรรยากาศการเรียนการสอน มีวิธีสอนที่น่าสนใจและน่าติดตาม,2,16.67,7,58.33,3,25,0,0,0,0,0,0,3.92,0.67,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
เปิดโอกาสให้แสดงความคิดเห็นและแลกเปลี่ยนประสบการณ์ ทั้งภายในและภายนอกห้องเรียน,8,66.67,3,25,1,8.33,0,0,0,0,0,0,4.58,0.67,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
มีการให้นำเสนองาน/มีการวัดผลโดยวิธีอื่นๆที่สะท้อนความสามารถของผู้เรียนนอกเหนือจากการตอบข้อสอบ,9,75,2,16.67,1,8.33,0,0,0,0,0,0,4.67,0.65,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
ทำให้เห็นความสัมพันธ์กับวิชาอื่นที่เกี่ยวข้อง,6,50,5,41.67,1,8.33,0,0,0,0,0,0,4.42,0.67,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
ใช้สื่อและอุปกรณ์ช่วยสอนได้ดี,9,75,2,16.67,1,8.33,0,0,0,0,0,0,4.67,0.65,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
แนะนำแหล่งค้นคว้าข้อมูลเพิ่มเติมให้,10,83.33,2,16.67,0,0,0,0,0,0,0,0,4.83,0.39,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
ผู้สอนแจ้งวัตถุประสงค์และเนื้อหารายวิชาตามเค้าโครงการสอนรายวิชาอย่างชัดเจน,6,50,6,50,0,0,0,0,0,0,0,0,4.5,0.52,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
ผู้สอนแจ้งเกณฑ์และวิธีประเมินผลล่วงหน้าชัดเจน,10,83.33,1,8.33,1,8.33,0,0,0,0,0,0,4.75,0.62,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
ผู้สอนเข้าสอนและเลิกสอนตรงเวลา,10,83.33,2,16.67,0,0,0,0,0,0,0,0,4.83,0.39,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
ผู้สอนมาสอนสม่ำเสมอ,10,83.33,2,16.67,0,0,0,0,0,0,0,0,4.83,0.39,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
ผู้สอนสอนเนื้อหาครบถ้วน และสอดคล้องตามเค้าโครงการสอนรายวิชา,9,75,2,16.67,1,8.33,0,0,0,0,0,0,4.67,0.65,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
